study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_md5	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB3366	SAMEA1573535	ERS185262	ERX179608	ERR204881	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	fdb9fecded700c58e194a496c9cde8f4;77235c6b1c25df03f884e657e858cf42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204881/ERR204881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204881/ERR204881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204881/ERR204881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204881/ERR204881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA07000.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA07000.1.M_120209_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA07000.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA07000.1.M_120209_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204881	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204881		
PRJEB3366	SAMEA1573289	ERS185128	ERX179647	ERR204882	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	80224d407c5521d8b85b07cab4e4c8ae;cb1245cb7aac5596fbaf25447fd65c2f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204882/ERR204882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204882/ERR204882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204882/ERR204882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204882/ERR204882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00099.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00099.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00099.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00099.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204882	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204882		
PRJEB3366	SAMEA1573401	ERS185390	ERX179531	ERR204883	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	1f7d54c6c4462b972a7671e489d87fd9;7ef1a7fb16a72d06a9fe6cadc0728aad	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204883/ERR204883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204883/ERR204883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204883/ERR204883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204883/ERR204883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12286.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12286.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12286.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12286.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204883	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204883		
PRJEB3366	SAMEA1573475	ERS185179	ERX179522	ERR204884	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	cbad3bcba383d2e80b48e37e3d3be4c7;94475913a462692d51b150e91882ebee	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204884/ERR204884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204884/ERR204884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204884/ERR204884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204884/ERR204884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00138.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00138.1.M_120209_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00138.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00138.1.M_120209_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204884	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204884		
PRJEB3366	SAMEA1573454	ERS185072	ERX179571	ERR204885	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	d770f981e60324dab69c363c9dd59ff5;54760c9589e1cd05c630163c0d26ac2b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204885/ERR204885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204885/ERR204885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204885/ERR204885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204885/ERR204885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA11840.1.M_120209_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA11840.1.M_120209_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA11840.1.M_120209_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA11840.1.M_120209_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204885	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204885		
PRJEB3366	SAMEA1573274	ERS185180	ERX179545	ERR204886	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	9a896b6c666b7f463ddc00f9e13d04dc;a9567017ffb1a02603806b5517d2bcd0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204886/ERR204886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204886/ERR204886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204886/ERR204886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204886/ERR204886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA07357.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA07357.1.M_120209_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA07357.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA07357.1.M_120209_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204886	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204886		
PRJEB3366	SAMEA1573265	ERS185191	ERX179663	ERR204887	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	7a2faabddaa88609f69e13ac000312a9;e17c848c05d2096c810526984e5c64ff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204887/ERR204887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204887/ERR204887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204887/ERR204887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204887/ERR204887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00111.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00111.1.M_120209_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00111.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00111.1.M_120209_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204887	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204887		
PRJEB3366	SAMEA1573123	ERS185249	ERX179541	ERR204888	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	7cbb8e5a32f9a4732f8f4ed88b66acee;98d07a7ee184f4c27323522d369902c2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204888/ERR204888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204888/ERR204888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204888/ERR204888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204888/ERR204888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18934.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18934.1.M_120209_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18934.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18934.1.M_120209_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204888	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204888		
PRJEB3366	SAMEA1573243	ERS185101	ERX179676	ERR204889	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	34c682873a4e25c393dbe43f5aa346fa;df4f4aa8577425da5ab202ee92184b46	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204889/ERR204889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204889/ERR204889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204889/ERR204889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204889/ERR204889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18923.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18923.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18923.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18923.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204889	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204889		
PRJEB3366	SAMEA1573335	ERS185455	ERX179675	ERR204890	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	4b5017d731032a7a7dab70e0048ef009;dc2a5726d50828a24d6cd7e8d61a9b59	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204890/ERR204890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204890/ERR204890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204890/ERR204890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204890/ERR204890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA20773.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA20773.1.M_120209_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA20773.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA20773.1.M_120209_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204890	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204890		
PRJEB3366	SAMEA1573470	ERS185037	ERX179567	ERR204891	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	893c58985eb4573f0c04865364851403;71914b5466ecea35735e0cea09cb9a03	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204891/ERR204891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204891/ERR204891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204891/ERR204891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204891/ERR204891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA19095.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA19095.7.M_120219_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA19095.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA19095.7.M_120219_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204891	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204891		
PRJEB3366	SAMEA1573214	ERS185204	ERX179570	ERR204892	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	b6ac7a7c8b624f4cbaf9fae98f70ffaa;9fbe0afaf1da841a553896064045e9fc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204892/ERR204892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204892/ERR204892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204892/ERR204892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204892/ERR204892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA19121.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA19121.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA19121.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA19121.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204892	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204892		
PRJEB3366	SAMEA1573291	ERS185207	ERX179596	ERR204893	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	a501c1b6ffff04e288387d9a1d0230cf;c792488c81584c4075ee24edea3206fc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204893/ERR204893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204893/ERR204893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204893/ERR204893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204893/ERR204893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12843.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12843.1.M_120209_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12843.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12843.1.M_120209_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204893	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204893		
PRJEB3366	SAMEA1573462	ERS185322	ERX179677	ERR204894	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	333d034fbfd7a67d49a41c11fb2c33fb;da370a771d00e91f38224307c8bcd852	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204894/ERR204894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204894/ERR204894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204894/ERR204894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204894/ERR204894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00117.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00117.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00117.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00117.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204894	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204894		
PRJEB3366	SAMEA1573206	ERS185102	ERX179532	ERR204895	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	25865720ae4ffdc908bc5f1362b7e36e;15f348b0fc3838e6357d36ced8d624f7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204895/ERR204895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204895/ERR204895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204895/ERR204895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204895/ERR204895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12272.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12272.1.M_120209_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12272.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12272.1.M_120209_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204895	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204895		
PRJEB3366	SAMEA1573134	ERS185028	ERX179610	ERR204896	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	54e0a9c959bc32a67006c9116b3fc6cb;2e684534e0db1bd14276ab8983495dc3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204896/ERR204896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204896/ERR204896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204896/ERR204896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204896/ERR204896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18909.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18909.1.M_120209_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18909.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA18909.1.M_120209_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204896	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204896		
PRJEB3366	SAMEA1573392	ERS185416	ERX179580	ERR204897	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0434eea1ead6d0963e83676cf551816c;95ac443b5f14865666fd9f4401594dac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204897/ERR204897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204897/ERR204897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204897/ERR204897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204897/ERR204897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12399.7.M_120219_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12399.7.M_120219_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12399.7.M_120219_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12399.7.M_120219_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204897	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204897		
PRJEB3366	SAMEA1573186	ERS185439	ERX179573	ERR204898	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	321e78c07e92ae7c0d717cf38a562ea1;8a19fadf2f8060e10539fa5d93162425	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204898/ERR204898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204898/ERR204898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204898/ERR204898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204898/ERR204898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12776.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12776.1.M_120209_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12776.1.M_120209_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12776.1.M_120209_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204898	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204898		
PRJEB3366	SAMEA1573150	ERS185171	ERX179703	ERR204899	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	60bb52756ba338f9de9b42ff7c1522a8;ed0fe46ceeb6a18429cbbdd666d61f64	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204899/ERR204899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204899/ERR204899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204899/ERR204899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204899/ERR204899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12716.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12716.1.M_120209_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12716.1.M_120209_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12716.1.M_120209_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204899	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204899		
PRJEB3366	SAMEA1573146	ERS185107	ERX179702	ERR204900	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0d43db1cf4f40ee7b868ea661b69f7b1;aae44bd3bff4936f8b4cf54a3e86a155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204900/ERR204900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204900/ERR204900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204900/ERR204900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204900/ERR204900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA11829.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA11829.1.M_120209_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA11829.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA11829.1.M_120209_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204900	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204900		
PRJEB3366	SAMEA1573527	ERS185329	ERX179597	ERR204901	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	010b7e569ee9fa6f9984b1f92c45e849;55cf20f580251ec806e9852a8833ca00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204901/ERR204901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204901/ERR204901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204901/ERR204901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204901/ERR204901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00355.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00355.1.M_120209_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00355.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/HG00355.1.M_120209_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204901	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204901		
PRJEB3366	SAMEA1573114	ERS185386	ERX179614	ERR204902	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	c9dc7d8ca46991d1096ec448c4fdd0a7;85be4acc9bedf0e5d4b0a4c5c449416c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204902/ERR204902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204902/ERR204902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204902/ERR204902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204902/ERR204902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12043.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12043.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12043.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA177/ERA177032/fastq/NA12043.1.M_120209_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204902	ftp.sra.ebi.ac.uk/vol1/err/ERR204/ERR204902		
